log_code,user_code,event_timestamp,ip_address,resource,action,status,location,device_type,session_id,failure_reason
L00050463,U00807,2026-07-11T03:26:29.854370+00:00,10.10.12.88,Transactions,DOWNLOAD,success,Bangalore,desktop,S497344,
L00050464,U00024,2026-08-27T13:59:26.854377+00:00,10.10.13.99,Dashboard,VIEW,success,Pune,desktop,S806822,
L00050465,U00133,2026-08-24T17:21:37.854384+00:00,10.10.19.2,Documents,VIEW,success,Delhi,desktop,S456678,
L00050466,U00160,2026-07-04T14:11:58.854395+00:00,10.10.19.87,Dashboard,VIEW,success,Bangalore,laptop,S987183,
L00050467,U00391,2026-07-04T05:37:49.854405+00:00,10.10.1.165,Profile,DOWNLOAD,success,Ahmedabad,tablet,S391380,
L00050468,U00867,2026-08-21T13:03:56.854414+00:00,10.10.13.141,Reports,DOWNLOAD,success,Ahmedabad,tablet,S840377,
L00050469,U00273,2026-06-10T08:11:08.854422+00:00,10.10.13.112,Dashboard,VIEW,success,Delhi,desktop,S280192,
L00050470,U00276,2026-07-08T05:49:52.854429+00:00,10.10.13.252,Transactions,DOWNLOAD,success,Bangalore,tablet,S311781,
L00050471,U00917,2026-08-05T12:53:17.854437+00:00,10.10.8.212,Profile,READ,success,Chennai,mobile,S558880,
L00050472,U00826,2026-07-26T04:14:03.854445+00:00,10.10.10.10,Documents,READ,success,Chennai,tablet,S784432,
L00050473,U00668,2026-07-07T06:47:53.854453+00:00,10.10.14.224,Documents,DOWNLOAD,success,Hyderabad,mobile,S633099,
L00050474,U00073,2026-07-22T21:38:52.854461+00:00,10.10.15.177,Documents,DOWNLOAD,success,Delhi,laptop,S271387,
L00050475,U00394,2026-06-19T17:54:18.854469+00:00,10.10.12.192,Dashboard,DOWNLOAD,success,Ahmedabad,mobile,S701342,
L00050476,U00485,2026-07-28T14:08:43.854480+00:00,10.10.14.60,Dashboard,READ,success,Chennai,laptop,S883869,
L00050477,U00004,2026-07-23T23:05:02.854488+00:00,10.10.6.54,Profile,DOWNLOAD,success,Pune,laptop,S273342,
L00050478,U00192,2026-08-27T02:05:56.854497+00:00,10.10.15.222,Profile,DOWNLOAD,success,Hyderabad,desktop,S266649,
L00050479,U00489,2026-07-21T04:10:08.854504+00:00,10.10.19.2,Reports,READ,success,Ahmedabad,tablet,S949968,
L00050480,U00057,2026-06-26T19:44:06.854512+00:00,10.10.6.49,Profile,READ,success,Ahmedabad,tablet,S418047,
L00050481,U00551,2026-08-17T06:03:42.854521+00:00,10.10.5.155,Transactions,VIEW,success,Hyderabad,desktop,S933781,
L00050482,U00534,2026-06-28T10:56:20.854528+00:00,10.10.2.103,Dashboard,READ,success,Delhi,laptop,S443867,
L00050483,U00187,2026-08-12T11:42:09.854536+00:00,10.10.12.208,Profile,DOWNLOAD,success,Mumbai,desktop,S458764,
L00050484,U00111,2026-08-07T11:15:32.854544+00:00,10.10.17.93,Transactions,VIEW,success,Kolkata,laptop,S130225,
L00050485,U00364,2026-08-08T13:42:03.854551+00:00,10.10.10.180,Transactions,VIEW,success,Bangalore,mobile,S288602,
L00050486,U00765,2026-07-05T17:15:54.854565+00:00,10.10.6.37,Transactions,VIEW,success,Pune,desktop,S572608,
L00050487,U00761,2026-07-02T18:59:28.854573+00:00,10.10.9.167,Dashboard,VIEW,success,Ahmedabad,laptop,S435133,
L00050488,U00404,2026-06-08T19:03:01.854583+00:00,10.10.1.196,Reports,DOWNLOAD,success,Kolkata,laptop,S107361,
L00050489,U00279,2026-08-24T19:01:00.854591+00:00,10.10.5.180,Reports,READ,success,Delhi,desktop,S612999,
L00050490,U00811,2026-07-17T06:11:27.854599+00:00,10.10.16.150,Documents,VIEW,success,Delhi,tablet,S274183,
L00050491,U00708,2026-08-02T09:36:36.854607+00:00,10.10.16.177,Profile,READ,success,Delhi,tablet,S123374,
L00050492,U00579,2026-08-21T16:39:28.854615+00:00,10.10.5.42,Transactions,VIEW,success,Chennai,desktop,S385280,
L00050493,U00394,2026-07-22T07:05:57.854623+00:00,10.10.12.97,Documents,DOWNLOAD,success,Ahmedabad,mobile,S442106,
L00050494,U00396,2026-09-05T12:01:02.854631+00:00,10.10.6.55,Reports,READ,success,Hyderabad,tablet,S818465,
L00050495,U00615,2026-07-08T21:37:38.854639+00:00,10.10.14.140,Transactions,VIEW,success,Bangalore,mobile,S333060,
L00050496,U00081,2026-07-07T18:21:05.854649+00:00,10.10.11.233,Transactions,DOWNLOAD,success,Hyderabad,desktop,S465019,
L00050497,U00025,2026-07-02T21:20:59.854657+00:00,10.10.10.113,Documents,DOWNLOAD,success,Delhi,desktop,S344242,
L00050498,U00783,2026-07-01T05:33:49.854665+00:00,10.10.4.146,Dashboard,DOWNLOAD,success,Pune,tablet,S480017,
L00050499,U00917,2026-08-22T07:20:25.854673+00:00,10.10.20.44,Profile,READ,success,Chennai,mobile,S426438,
L00050500,U00638,2026-06-11T08:45:24.854681+00:00,10.10.6.123,Profile,DOWNLOAD,success,Ahmedabad,tablet,S775148,
L00050501,U00431,2026-08-03T11:30:51.854690+00:00,10.10.5.159,Transactions,VIEW,success,Pune,tablet,S454480,
L00050502,U00285,2026-08-19T22:26:47.854698+00:00,10.10.14.178,Documents,DOWNLOAD,success,Bangalore,desktop,S306298,
L00050503,U00079,2026-08-10T15:28:55.854705+00:00,10.10.17.39,Dashboard,READ,success,Hyderabad,tablet,S210182,
L00050504,U00425,2026-08-19T01:35:05.854713+00:00,10.10.8.196,Transactions,READ,success,Bangalore,laptop,S351093,
L00050505,U00636,2026-08-31T23:40:50.854723+00:00,10.10.15.200,Documents,READ,success,Delhi,laptop,S349645,
L00050506,U00081,2026-06-11T16:56:19.854733+00:00,10.10.7.94,Dashboard,VIEW,success,Hyderabad,tablet,S955590,
L00050507,U00517,2026-06-09T03:33:57.854742+00:00,10.10.11.93,Dashboard,READ,success,Pune,desktop,S670932,
L00050508,U00116,2026-06-15T02:54:51.854750+00:00,10.10.1.184,Reports,VIEW,success,Kolkata,tablet,S803269,
L00050509,U00802,2026-06-16T13:33:59.854760+00:00,10.10.5.183,Dashboard,VIEW,success,Ahmedabad,desktop,S318661,
L00050510,U00022,2026-07-18T09:23:21.854768+00:00,10.10.1.219,Documents,DOWNLOAD,success,Ahmedabad,mobile,S998092,
L00050511,U00385,2026-08-03T09:52:53.854776+00:00,10.10.8.130,Profile,DOWNLOAD,success,Mumbai,laptop,S567379,
L00050512,U00090,2026-08-27T18:27:14.854784+00:00,10.10.7.47,Reports,DOWNLOAD,success,Kolkata,laptop,S710309,
L00050513,U00353,2026-08-27T07:32:32.854791+00:00,10.10.17.61,Profile,VIEW,success,Kolkata,mobile,S193003,
L00050514,U00896,2026-08-28T14:02:39.854800+00:00,10.10.18.40,Transactions,VIEW,success,Kolkata,tablet,S262821,
L00050515,U00146,2026-07-07T12:52:50.854807+00:00,10.10.12.244,Profile,DOWNLOAD,success,Bangalore,desktop,S934488,
L00050516,U00054,2026-08-07T10:55:19.854818+00:00,10.10.19.241,Reports,VIEW,success,Kolkata,mobile,S623228,
L00050517,U00313,2026-07-16T17:19:58.854825+00:00,10.10.2.150,Documents,READ,success,Kolkata,laptop,S852817,
L00050518,U00815,2026-06-30T19:59:31.854832+00:00,10.10.2.70,Documents,VIEW,success,Hyderabad,laptop,S810007,
L00050519,U00891,2026-07-31T04:43:30.854840+00:00,10.10.12.90,Documents,VIEW,success,Delhi,desktop,S367736,
L00050520,U00252,2026-08-14T05:25:26.854848+00:00,10.10.3.123,Documents,DOWNLOAD,success,Delhi,laptop,S804409,
L00050521,U00882,2026-07-27T05:36:34.854856+00:00,10.10.20.92,Profile,DOWNLOAD,success,Kolkata,desktop,S895647,
L00050522,U00130,2026-06-28T18:37:53.854863+00:00,10.10.17.201,Dashboard,DOWNLOAD,success,Kolkata,mobile,S223546,
L00050523,U00869,2026-07-16T14:55:40.854870+00:00,10.10.13.120,Reports,DOWNLOAD,success,Pune,mobile,S615571,
L00050524,U00568,2026-07-01T01:45:01.854878+00:00,10.10.1.100,Profile,DOWNLOAD,success,Delhi,laptop,S965060,
L00050525,U00935,2026-08-05T06:33:36.854886+00:00,10.10.10.252,Documents,READ,success,Mumbai,tablet,S945424,
L00050526,U00336,2026-08-26T03:32:30.854896+00:00,10.10.11.158,Documents,DOWNLOAD,success,Hyderabad,desktop,S281152,
L00050527,U00022,2026-06-24T18:54:45.854903+00:00,10.10.14.89,Reports,VIEW,success,Ahmedabad,laptop,S890100,
L00050528,U00307,2026-06-13T20:23:19.854911+00:00,10.10.12.96,Profile,READ,success,Ahmedabad,tablet,S299702,
L00050529,U00330,2026-08-21T17:06:02.854919+00:00,10.10.14.219,Transactions,READ,success,Hyderabad,laptop,S467713,
L00050530,U00006,2026-07-25T17:03:20.854929+00:00,10.10.8.39,Transactions,DOWNLOAD,success,Kolkata,desktop,S559730,
L00050531,U00464,2026-08-30T04:04:12.854936+00:00,10.10.7.144,Profile,VIEW,success,Ahmedabad,laptop,S899162,
L00050532,U00202,2026-06-10T01:32:53.854944+00:00,10.10.1.131,Transactions,READ,success,Bangalore,mobile,S903890,
L00050533,U00419,2026-06-20T15:55:05.854952+00:00,10.10.18.135,Profile,VIEW,success,Delhi,desktop,S128465,
L00050534,U00008,2026-08-24T03:43:50.854960+00:00,10.10.20.106,Profile,DOWNLOAD,success,Bangalore,laptop,S144652,
L00050535,U00819,2026-06-12T18:25:48.854967+00:00,10.10.1.167,Transactions,VIEW,success,Pune,tablet,S454330,
L00050536,U00639,2026-08-05T00:24:10.854977+00:00,10.10.20.92,Documents,READ,success,Kolkata,tablet,S751706,
L00050537,U00863,2026-07-25T14:33:09.854985+00:00,10.10.6.148,Documents,VIEW,success,Hyderabad,mobile,S262395,
L00050538,U00640,2026-06-16T05:10:05.854993+00:00,10.10.20.200,Transactions,DOWNLOAD,success,Pune,tablet,S542864,
L00050539,U00321,2026-06-29T22:48:22.855001+00:00,10.10.10.38,Transactions,DOWNLOAD,success,Hyderabad,desktop,S823064,
L00050540,U00690,2026-07-13T15:52:40.855009+00:00,10.10.6.124,Dashboard,READ,success,Chennai,desktop,S789157,
L00050541,U00798,2026-06-28T00:02:21.855017+00:00,10.10.10.98,Profile,VIEW,success,Mumbai,mobile,S196741,
L00050542,U00326,2026-08-03T15:46:19.855028+00:00,10.10.13.20,Documents,READ,success,Delhi,laptop,S166870,
L00050543,U00169,2026-08-08T09:02:05.855035+00:00,10.10.18.213,Transactions,VIEW,success,Pune,desktop,S717401,
L00050544,U00668,2026-07-09T16:12:21.855044+00:00,10.10.6.238,Transactions,VIEW,success,Hyderabad,mobile,S860941,
L00050545,U00214,2026-07-30T06:11:02.855052+00:00,10.10.17.115,Documents,READ,success,Kolkata,desktop,S127088,
L00050546,U00639,2026-06-20T06:47:50.855063+00:00,10.10.19.142,Reports,VIEW,success,Kolkata,tablet,S830271,
L00050547,U00885,2026-06-10T18:15:05.855072+00:00,10.10.10.116,Dashboard,READ,success,Ahmedabad,desktop,S206306,
L00050548,U00937,2026-06-28T13:19:12.855080+00:00,10.10.18.144,Dashboard,READ,success,Bangalore,desktop,S539354,
L00050549,U00671,2026-07-08T16:04:19.855087+00:00,10.10.10.4,Profile,VIEW,success,Bangalore,desktop,S589760,
L00050550,U00871,2026-08-20T01:01:17.855095+00:00,10.10.20.99,Transactions,READ,success,Delhi,tablet,S399835,
L00050551,U00623,2026-06-25T01:17:38.855112+00:00,10.10.6.215,Profile,VIEW,success,Hyderabad,desktop,S778293,
L00050552,U00510,2026-06-26T20:09:10.855129+00:00,10.10.9.58,Profile,VIEW,success,Kolkata,laptop,S201994,
L00050553,U00908,2026-07-24T11:24:42.855142+00:00,10.10.17.28,Documents,DOWNLOAD,success,Chennai,mobile,S911955,
L00050554,U00712,2026-08-08T23:47:07.855154+00:00,10.10.6.226,Transactions,READ,success,Mumbai,desktop,S359154,
L00050555,U00284,2026-06-26T11:32:19.855164+00:00,10.10.18.138,Profile,READ,success,Mumbai,laptop,S628218,
L00050556,U00590,2026-07-11T17:21:48.855181+00:00,10.10.10.137,Documents,VIEW,success,Kolkata,desktop,S148413,
L00050557,U00051,2026-08-31T19:26:07.855190+00:00,10.10.18.234,Documents,VIEW,success,Delhi,mobile,S933982,
L00050558,U00636,2026-07-25T11:00:24.855198+00:00,10.10.6.166,Transactions,VIEW,success,Delhi,laptop,S625378,
L00050559,U00601,2026-06-14T11:57:40.855206+00:00,10.10.20.48,Reports,VIEW,success,Hyderabad,mobile,S608867,
L00050560,U00897,2026-08-21T22:47:35.855214+00:00,10.10.3.249,Reports,READ,success,Ahmedabad,tablet,S648814,
L00050561,U00217,2026-08-12T17:59:43.855222+00:00,10.10.7.39,Reports,READ,success,Mumbai,mobile,S907627,
L00050562,U00394,2026-06-16T18:07:03.855230+00:00,10.10.18.211,Documents,READ,success,Ahmedabad,laptop,S707732,
L00050563,U00986,2026-09-04T14:37:17.855238+00:00,10.10.3.99,Documents,VIEW,success,Pune,laptop,S384789,
L00050564,U00635,2026-08-14T12:13:28.855246+00:00,10.10.16.71,Profile,DOWNLOAD,success,Hyderabad,laptop,S276143,
L00050565,U00617,2026-06-18T12:50:03.855253+00:00,10.10.11.195,Reports,READ,success,Bangalore,tablet,S624065,
L00050566,U00801,2026-08-04T17:30:47.855264+00:00,10.10.19.18,Dashboard,VIEW,success,Mumbai,laptop,S690871,
L00050567,U00957,2026-07-08T17:27:24.855272+00:00,10.10.8.8,Transactions,VIEW,success,Chennai,laptop,S367061,
L00050568,U00040,2026-08-25T16:04:02.855280+00:00,10.10.3.120,Profile,VIEW,success,Ahmedabad,tablet,S802638,
L00050569,U00218,2026-08-11T22:59:53.855288+00:00,10.10.13.165,Reports,READ,success,Delhi,tablet,S783483,
L00050570,U00818,2026-08-15T16:31:49.855296+00:00,10.10.7.145,Transactions,DOWNLOAD,success,Pune,mobile,S520883,
L00050571,U00422,2026-07-18T01:03:02.855304+00:00,10.10.1.82,Profile,DOWNLOAD,success,Bangalore,mobile,S716332,
L00050572,U00061,2026-06-13T12:26:38.855312+00:00,10.10.5.77,Profile,DOWNLOAD,success,Kolkata,tablet,S703601,
L00050573,U00421,2026-07-25T08:43:17.855323+00:00,10.10.16.97,Dashboard,READ,success,Ahmedabad,laptop,S906777,
L00050574,U00173,2026-09-02T02:59:40.855331+00:00,10.10.17.230,Profile,READ,success,Delhi,desktop,S802277,
L00050575,U00554,2026-06-25T22:31:20.855339+00:00,10.10.6.192,Documents,READ,success,Bangalore,laptop,S335150,
L00050576,U00806,2026-07-20T01:23:11.855349+00:00,10.10.20.61,Documents,DOWNLOAD,success,Ahmedabad,desktop,S389340,
L00050577,U00659,2026-07-28T14:14:08.855358+00:00,10.10.8.53,Documents,VIEW,success,Pune,mobile,S794248,
L00050578,U00198,2026-08-24T15:02:24.855366+00:00,10.10.19.20,Dashboard,READ,success,Mumbai,mobile,S425568,
L00050579,U00980,2026-08-20T00:50:22.855374+00:00,10.10.17.62,Profile,VIEW,success,Ahmedabad,tablet,S322785,
L00050580,U00995,2026-07-16T16:52:05.855382+00:00,10.10.3.9,Reports,READ,success,Chennai,laptop,S514034,
L00050581,U00921,2026-08-26T04:11:00.855389+00:00,10.10.15.44,Dashboard,READ,success,Kolkata,desktop,S787332,
L00050582,U00836,2026-07-26T17:54:01.855396+00:00,10.10.2.8,Dashboard,VIEW,success,Hyderabad,desktop,S921676,
L00050583,U00330,2026-06-19T00:02:42.855404+00:00,10.10.9.232,Documents,READ,success,Hyderabad,laptop,S347341,
L00050584,U00281,2026-08-12T10:45:52.855413+00:00,10.10.20.181,Reports,READ,success,Pune,tablet,S408175,
L00050585,U00775,2026-07-13T01:57:48.855423+00:00,10.10.3.135,Documents,READ,success,Chennai,mobile,S460797,
L00050586,U00736,2026-09-01T06:38:40.855434+00:00,10.10.20.251,Transactions,READ,success,Bangalore,laptop,S646064,
L00050587,U00022,2026-07-22T00:02:54.855442+00:00,10.10.6.126,Documents,DOWNLOAD,success,Ahmedabad,desktop,S899074,
L00050588,U00275,2026-07-05T12:37:59.855450+00:00,10.10.3.237,Documents,READ,success,Ahmedabad,mobile,S489287,
L00050589,U00030,2026-06-11T22:49:54.855458+00:00,10.10.13.43,Transactions,VIEW,success,Pune,laptop,S925245,
L00050590,U00446,2026-09-05T11:57:59.855466+00:00,10.10.8.11,Reports,READ,success,Kolkata,tablet,S959706,
L00050591,U00551,2026-07-06T10:19:22.855474+00:00,10.10.18.83,Dashboard,VIEW,success,Hyderabad,tablet,S540877,
L00050592,U00274,2026-07-10T02:11:47.855481+00:00,10.10.13.99,Documents,VIEW,success,Delhi,mobile,S806200,
L00050593,U00523,2026-07-11T06:45:21.855489+00:00,10.10.13.38,Profile,VIEW,success,Hyderabad,mobile,S269689,
L00050594,U00925,2026-08-04T19:31:21.855500+00:00,10.10.14.210,Transactions,VIEW,success,Delhi,mobile,S125040,
L00050595,U00133,2026-06-21T22:29:54.855508+00:00,10.10.12.124,Profile,VIEW,success,Delhi,tablet,S248458,
L00050596,U00983,2026-07-02T13:47:23.855519+00:00,10.10.13.183,Profile,VIEW,success,Chennai,tablet,S796149,
L00050597,U00034,2026-07-20T21:19:15.855527+00:00,10.10.3.63,Profile,READ,success,Chennai,tablet,S835394,
L00050598,U00904,2026-08-13T04:04:39.855536+00:00,10.10.15.43,Documents,DOWNLOAD,success,Mumbai,tablet,S488346,
L00050599,U00855,2026-06-26T20:04:59.855543+00:00,10.10.7.190,Dashboard,VIEW,success,Ahmedabad,tablet,S193748,
L00050600,U00166,2026-07-07T02:23:26.855551+00:00,10.10.12.237,Documents,READ,success,Delhi,mobile,S980888,
L00050601,U00566,2026-08-19T19:49:39.855559+00:00,10.10.12.16,Dashboard,DOWNLOAD,success,Bangalore,tablet,S966366,
L00050602,U00314,2026-06-10T14:24:01.855566+00:00,10.10.6.239,Profile,DOWNLOAD,success,Pune,mobile,S457436,
L00050603,U00738,2026-06-17T10:18:13.855574+00:00,10.10.8.212,Reports,VIEW,success,Mumbai,tablet,S881554,
L00050604,U00019,2026-07-20T07:34:18.855582+00:00,10.10.17.199,Transactions,VIEW,success,Kolkata,tablet,S897161,
L00050605,U00156,2026-07-19T12:57:14.855590+00:00,10.10.5.77,Transactions,DOWNLOAD,success,Delhi,laptop,S805005,
L00050606,U00946,2026-07-09T14:46:11.855601+00:00,10.10.7.162,Profile,READ,success,Kolkata,laptop,S180915,
L00050607,U00332,2026-08-17T14:54:42.855612+00:00,10.10.6.145,Documents,READ,success,Bangalore,desktop,S885150,
L00050608,U00881,2026-06-11T00:04:16.855620+00:00,10.10.7.234,Transactions,VIEW,success,Pune,tablet,S501495,
L00050609,U00821,2026-08-18T20:15:55.855628+00:00,10.10.12.2,Profile,READ,success,Mumbai,desktop,S963562,
L00050610,U00303,2026-07-28T08:20:22.855635+00:00,10.10.16.188,Profile,DOWNLOAD,success,Mumbai,mobile,S706328,
L00050611,U00291,2026-07-19T10:21:47.855643+00:00,10.10.11.252,Dashboard,READ,success,Hyderabad,laptop,S224145,
L00050612,U00208,2026-06-30T01:14:06.855650+00:00,10.10.8.186,Reports,DOWNLOAD,success,Delhi,mobile,S818154,
L00050613,U00547,2026-06-23T03:55:09.855658+00:00,10.10.9.41,Dashboard,READ,success,Chennai,laptop,S321176,
L00050614,U00137,2026-08-21T16:18:37.855665+00:00,10.10.7.52,Documents,READ,success,Bangalore,laptop,S227197,
L00050615,U00745,2026-06-26T23:30:02.855676+00:00,10.10.16.126,Documents,READ,success,Ahmedabad,laptop,S323960,
L00050616,U00386,2026-06-17T13:11:09.855686+00:00,10.10.2.16,Dashboard,VIEW,success,Hyderabad,tablet,S777525,
L00050617,U00929,2026-08-14T15:56:30.855695+00:00,10.10.14.137,Transactions,DOWNLOAD,success,Mumbai,desktop,S811124,
L00050618,U00111,2026-06-27T19:10:53.855704+00:00,10.10.17.211,Documents,READ,success,Kolkata,mobile,S502122,
L00050619,U00998,2026-06-17T11:35:38.855712+00:00,10.10.11.215,Documents,VIEW,success,Delhi,tablet,S202926,
L00050620,U00366,2026-07-16T13:47:04.855721+00:00,10.10.4.225,Profile,DOWNLOAD,success,Ahmedabad,mobile,S494691,
L00050621,U00507,2026-07-12T02:26:10.855732+00:00,10.10.15.170,Dashboard,VIEW,success,Mumbai,desktop,S462373,
L00050622,U00171,2026-08-18T13:56:59.855741+00:00,10.10.11.11,Dashboard,DOWNLOAD,success,Pune,desktop,S954170,
L00050623,U00116,2026-06-26T13:05:21.855749+00:00,10.10.20.89,Transactions,READ,success,Kolkata,mobile,S129408,
L00050624,U00732,2026-07-08T09:17:56.855758+00:00,10.10.9.189,Documents,VIEW,success,Chennai,tablet,S122594,
L00050625,U00064,2026-07-20T08:31:51.855766+00:00,10.10.15.221,Reports,READ,success,Ahmedabad,tablet,S915346,
L00050626,U00333,2026-07-23T21:09:01.855777+00:00,10.10.9.84,Transactions,DOWNLOAD,success,Bangalore,mobile,S317713,
L00050627,U00535,2026-06-10T14:55:37.855789+00:00,10.10.4.145,Reports,READ,success,Delhi,tablet,S294173,
L00050628,U00266,2026-07-24T01:54:55.855801+00:00,10.10.16.72,Reports,DOWNLOAD,success,Bangalore,laptop,S906872,
L00050629,U00908,2026-08-06T05:23:47.855809+00:00,10.10.2.54,Profile,READ,success,Chennai,laptop,S808688,
L00050630,U00309,2026-08-02T16:51:03.855817+00:00,10.10.3.166,Documents,READ,success,Kolkata,laptop,S486288,
L00050631,U00479,2026-08-11T16:32:32.855825+00:00,10.10.15.209,Documents,READ,success,Ahmedabad,tablet,S442643,
L00050632,U00863,2026-09-02T13:57:00.855832+00:00,10.10.12.118,Documents,DOWNLOAD,success,Hyderabad,laptop,S313676,
L00050633,U00267,2026-06-17T14:21:14.855840+00:00,10.10.7.239,Documents,READ,success,Ahmedabad,desktop,S321046,
L00050634,U00515,2026-07-30T05:06:26.855848+00:00,10.10.17.171,Transactions,VIEW,success,Pune,mobile,S867618,
L00050635,U00700,2026-08-01T03:15:06.855856+00:00,10.10.12.66,Dashboard,DOWNLOAD,success,Kolkata,tablet,S173690,
L00050636,U00552,2026-07-18T02:13:56.855867+00:00,10.10.17.229,Reports,READ,success,Hyderabad,desktop,S485642,
L00050637,U00776,2026-07-16T10:55:00.855878+00:00,10.10.20.216,Dashboard,READ,success,Kolkata,laptop,S537749,
L00050638,U00751,2026-07-07T03:44:08.855887+00:00,10.10.9.214,Profile,VIEW,success,Hyderabad,tablet,S949689,
L00050639,U00304,2026-07-17T05:27:52.855895+00:00,10.10.3.199,Dashboard,DOWNLOAD,success,Hyderabad,laptop,S104504,
L00050640,U00149,2026-06-18T09:28:45.855903+00:00,10.10.12.233,Profile,DOWNLOAD,success,Hyderabad,tablet,S332468,
L00050641,U00717,2026-08-22T01:37:07.855911+00:00,10.10.19.195,Documents,VIEW,success,Hyderabad,mobile,S683098,
L00050642,U00760,2026-08-28T20:17:08.855919+00:00,10.10.18.239,Documents,VIEW,success,Bangalore,desktop,S997350,
L00050643,U00584,2026-07-07T09:56:09.855927+00:00,10.10.7.31,Reports,READ,success,Hyderabad,tablet,S740642,
L00050644,U00410,2026-07-17T17:35:37.855935+00:00,10.10.16.76,Documents,READ,success,Pune,desktop,S286925,
L00050645,U00927,2026-07-17T11:07:05.855942+00:00,10.10.6.11,Dashboard,VIEW,success,Pune,tablet,S144104,
L00050646,U00142,2026-09-05T05:03:57.855954+00:00,10.10.6.89,Documents,VIEW,success,Mumbai,laptop,S250498,
L00050647,U00077,2026-06-18T01:36:42.855963+00:00,10.10.20.86,Profile,DOWNLOAD,success,Bangalore,mobile,S519905,
L00050648,U00976,2026-06-28T23:01:24.855972+00:00,10.10.18.209,Transactions,DOWNLOAD,success,Kolkata,desktop,S831357,
L00050649,U00393,2026-09-04T23:58:00.855980+00:00,10.10.5.185,Documents,READ,success,Delhi,tablet,S399571,
L00050650,U00147,2026-07-25T15:54:13.855989+00:00,10.10.6.195,Dashboard,DOWNLOAD,success,Pune,tablet,S274113,
L00050651,U00865,2026-07-22T18:07:54.855997+00:00,10.10.14.149,Profile,VIEW,success,Mumbai,laptop,S884095,
L00050652,U00538,2026-08-29T05:02:07.856004+00:00,10.10.14.158,Transactions,READ,success,Mumbai,laptop,S254375,
L00050653,U00846,2026-09-02T14:34:43.856012+00:00,10.10.17.243,Dashboard,DOWNLOAD,success,Hyderabad,desktop,S881871,
L00050654,U00561,2026-07-25T08:31:51.856019+00:00,10.10.18.98,Profile,DOWNLOAD,success,Ahmedabad,laptop,S876247,
L00050655,U00665,2026-08-24T22:40:54.856027+00:00,10.10.19.117,Documents,DOWNLOAD,success,Pune,laptop,S307410,
L00050656,U00912,2026-08-14T03:06:44.856038+00:00,10.10.4.101,Documents,READ,success,Ahmedabad,desktop,S573418,
L00050657,U00512,2026-08-12T22:00:34.856046+00:00,10.10.15.199,Transactions,DOWNLOAD,success,Kolkata,mobile,S458422,
L00050658,U00401,2026-08-21T21:48:32.856062+00:00,10.10.10.69,Profile,VIEW,success,Mumbai,tablet,S851154,
L00050659,U00209,2026-07-17T09:13:14.856072+00:00,10.10.13.80,Documents,READ,success,Bangalore,tablet,S764654,
L00050660,U00778,2026-08-31T20:12:17.856081+00:00,10.10.20.46,Dashboard,DOWNLOAD,success,Mumbai,laptop,S443540,
L00050661,U00698,2026-06-14T14:40:43.856089+00:00,10.10.11.50,Documents,VIEW,success,Delhi,mobile,S865034,
L00050662,U00070,2026-08-07T11:28:29.856097+00:00,10.10.1.220,Profile,READ,success,Delhi,laptop,S423399,
L00050663,U00443,2026-08-14T21:46:26.856121+00:00,10.10.18.110,Transactions,DOWNLOAD,success,Ahmedabad,laptop,S608509,
L00050664,U00888,2026-08-05T04:17:29.856136+00:00,10.10.13.131,Reports,READ,success,Kolkata,tablet,S796163,
L00050665,U00639,2026-08-03T15:11:43.856149+00:00,10.10.5.162,Profile,VIEW,success,Kolkata,laptop,S212852,
L00050666,U00470,2026-07-19T21:17:41.856166+00:00,10.10.4.56,Documents,VIEW,success,Bangalore,mobile,S454814,
L00050667,U00521,2026-07-16T22:58:22.856175+00:00,10.10.16.132,Documents,DOWNLOAD,success,Delhi,tablet,S284923,
L00050668,U00169,2026-07-20T19:01:02.856183+00:00,10.10.11.222,Reports,VIEW,success,Pune,desktop,S994112,
L00050669,U00913,2026-09-04T05:03:08.856190+00:00,10.10.18.224,Dashboard,READ,success,Chennai,tablet,S198474,
L00050670,U00991,2026-08-30T13:35:47.856198+00:00,10.10.8.225,Transactions,READ,success,Hyderabad,tablet,S319557,
L00050671,U00967,2026-06-09T19:47:42.856206+00:00,10.10.11.23,Transactions,VIEW,success,Hyderabad,laptop,S490554,
L00050672,U00802,2026-08-11T08:33:13.856213+00:00,10.10.9.161,Transactions,DOWNLOAD,success,Ahmedabad,desktop,S869915,
L00050673,U00884,2026-06-30T10:41:12.856222+00:00,10.10.6.117,Dashboard,READ,success,Chennai,laptop,S181965,
L00050674,U00141,2026-06-24T11:55:16.856230+00:00,10.10.19.129,Transactions,READ,success,Ahmedabad,laptop,S411312,
L00050675,U00427,2026-07-12T13:23:52.856239+00:00,10.10.6.216,Profile,VIEW,success,Mumbai,desktop,S720016,
L00050676,U00205,2026-07-02T00:28:49.856250+00:00,10.10.3.50,Dashboard,DOWNLOAD,success,Hyderabad,mobile,S195907,
L00050677,U00977,2026-07-11T23:11:59.856259+00:00,10.10.3.221,Profile,VIEW,success,Ahmedabad,desktop,S835333,
L00050678,U00157,2026-06-20T07:10:05.856267+00:00,10.10.9.61,Documents,VIEW,success,Chennai,desktop,S477110,
L00050679,U00901,2026-06-22T08:38:35.856279+00:00,10.10.15.173,Transactions,DOWNLOAD,success,Hyderabad,mobile,S837074,
