transaction_code,account_code,transaction_timestamp,amount,currency,merchant,category,location,payment_method,channel,status
T00044498,A000884,2026-07-07T20:40:16.802556+00:00,2726.91,INR,Dominos,Food,Ahmedabad,upi,mobile,success
T00044499,A000001,2026-06-13T03:44:38.802565+00:00,419.53,INR,Airtel,Utilities,Pune,upi,mobile,success
T00044500,A000620,2026-07-28T02:32:27.802574+00:00,866.45,INR,Zomato,Food,Delhi,card,mobile,success
T00044501,A001244,2026-07-22T08:53:38.802583+00:00,516.05,INR,IndiGo,Travel,Ahmedabad,upi,mobile,success
T00044502,A000442,2026-06-29T06:12:13.802591+00:00,783.94,INR,Dominos,Food,Mumbai,card,mobile,success
T00044503,A000046,2026-08-11T09:33:13.802600+00:00,3276.47,INR,Jio,Utilities,Bangalore,upi,mobile,success
T00044504,A000017,2026-06-15T07:43:16.802609+00:00,3629.4,INR,Udemy,Education,Ahmedabad,upi,mobile,success
T00044505,A000055,2026-08-06T17:46:10.802617+00:00,857.67,INR,MedPlus,Healthcare,Bangalore,netbanking,branch,success
T00044506,A001100,2026-07-01T02:52:06.802627+00:00,458.48,INR,Airtel,Utilities,Delhi,netbanking,online,success
T00044507,A000584,2026-08-30T08:59:55.802636+00:00,958.02,INR,MedPlus,Healthcare,Pune,netbanking,branch,success
T00044508,A000784,2026-09-05T05:24:02.802645+00:00,552.37,INR,Ola,Travel,Mumbai,netbanking,branch,success
T00044509,A000964,2026-07-18T11:46:12.802656+00:00,452.59,INR,Airtel,Utilities,Mumbai,card,mobile,success
T00044510,A000502,2026-07-14T01:26:18.802666+00:00,2789.51,INR,Reliance Digital,Electronics,Ahmedabad,card,branch,success
T00044511,A000092,2026-07-10T05:36:09.802674+00:00,818.61,INR,Reliance Digital,Shopping,Mumbai,netbanking,mobile,success
T00044512,A000601,2026-08-01T05:29:11.802684+00:00,638.7,INR,Udemy,Education,Kolkata,card,online,success
T00044513,A000682,2026-09-03T18:37:22.802693+00:00,1569.29,INR,MedPlus,Healthcare,Mumbai,card,online,success
T00044514,A000128,2026-06-23T23:24:33.802702+00:00,1804.33,INR,Coursera,Education,Bangalore,netbanking,online,success
T00044515,A000541,2026-07-05T04:04:51.802711+00:00,830.52,INR,Uber,Travel,Bangalore,upi,mobile,success
T00044516,A000117,2026-08-01T19:38:50.802723+00:00,1032.53,INR,Uber,Travel,Bangalore,netbanking,online,success
T00044517,A001075,2026-06-15T12:01:40.802731+00:00,1317.89,INR,Ola,Travel,Pune,card,online,success
T00044518,A001212,2026-07-19T15:46:53.802740+00:00,429.29,INR,Electricity Board,Utilities,Pune,upi,online,success
T00044519,A001171,2026-07-25T21:55:47.802748+00:00,1696.77,INR,Flipkart,Shopping,Chennai,netbanking,branch,success
T00044520,A000765,2026-07-26T04:42:26.802757+00:00,1080.14,INR,Swiggy,Food,Chennai,netbanking,online,success
T00044521,A000761,2026-09-02T09:51:32.802769+00:00,1430.69,INR,Jio,Utilities,Bangalore,card,online,success
T00044522,A001167,2026-08-12T10:55:08.802777+00:00,1125.34,INR,MakeMyTrip,Travel,Pune,netbanking,mobile,success
T00044523,A000954,2026-06-29T08:42:32.802787+00:00,596.13,INR,Electricity Board,Utilities,Pune,upi,branch,success
T00044524,A000378,2026-07-19T13:45:23.802795+00:00,2288.59,INR,XYZ Electronics,Electronics,Bangalore,upi,mobile,success
T00044525,A000173,2026-08-26T00:24:03.802803+00:00,4752.42,INR,Apollo Pharmacy,Healthcare,Hyderabad,netbanking,branch,success
T00044526,A001033,2026-08-18T11:38:06.802828+00:00,3102.61,INR,Apollo Pharmacy,Healthcare,Pune,netbanking,mobile,success
T00044527,A000202,2026-07-31T18:10:35.802838+00:00,1614.64,INR,Udemy,Education,Bangalore,netbanking,mobile,success
T00044528,A000348,2026-08-05T09:44:15.802846+00:00,4111.44,INR,MedPlus,Healthcare,Ahmedabad,card,online,success
T00044529,A000373,2026-07-30T15:53:47.802855+00:00,1113.89,INR,MedPlus,Healthcare,Hyderabad,upi,branch,success
T00044530,A000878,2026-08-24T00:42:12.802863+00:00,3310.33,INR,Swiggy,Food,Kolkata,card,branch,success
T00044531,A000239,2026-06-27T17:39:06.802871+00:00,2677.35,INR,Croma,Electronics,Mumbai,upi,branch,success
T00044532,A000488,2026-08-14T23:17:11.802881+00:00,426.44,INR,McDonalds,Food,Bangalore,netbanking,branch,success
T00044533,A000533,2026-08-14T12:15:15.802890+00:00,5325.31,INR,MedPlus,Healthcare,Hyderabad,card,branch,success
T00044534,A000891,2026-08-15T06:34:08.802899+00:00,1792.74,INR,Amazon,Shopping,Bangalore,card,online,success
T00044535,A000891,2026-06-08T11:10:14.802907+00:00,434.86,INR,MedPlus,Healthcare,Bangalore,upi,branch,success
T00044536,A000862,2026-08-26T20:09:39.802923+00:00,4157.95,INR,Netflix,Entertainment,Kolkata,netbanking,mobile,success
T00044537,A000634,2026-09-04T11:26:28.802931+00:00,2914.7,INR,Amazon,Shopping,Kolkata,netbanking,online,success
T00044538,A000378,2026-08-11T03:46:55.802940+00:00,4014.76,INR,Airtel,Utilities,Bangalore,card,online,success
T00044539,A000109,2026-06-18T16:06:02.802951+00:00,1173.14,INR,Reliance Digital,Electronics,Ahmedabad,upi,online,success
T00044540,A000323,2026-08-12T04:48:49.802959+00:00,583.35,INR,Spotify,Entertainment,Pune,netbanking,online,success
T00044541,A000952,2026-07-01T20:05:19.802968+00:00,428.57,INR,Spotify,Entertainment,Pune,card,branch,success
T00044542,A000638,2026-06-13T10:58:18.802976+00:00,7850.52,INR,Dominos,Food,Ahmedabad,upi,mobile,success
T00044543,A000864,2026-07-20T16:08:08.802985+00:00,16021.4,INR,XYZ Electronics,Electronics,Hyderabad,netbanking,branch,success
T00044544,A000795,2026-08-04T08:08:06.802994+00:00,3253.55,INR,XYZ Electronics,Electronics,Kolkata,netbanking,online,success
T00044545,A000514,2026-08-17T22:11:20.803003+00:00,2465.24,INR,Spotify,Entertainment,Mumbai,netbanking,mobile,success
T00044546,A000159,2026-08-18T15:47:38.803014+00:00,1295.77,INR,Zomato,Food,Bangalore,upi,online,success
T00044547,A000074,2026-06-28T09:31:00.803023+00:00,4370.44,INR,BookMyShow,Entertainment,Hyderabad,upi,branch,success
T00044548,A001014,2026-07-08T06:10:23.803031+00:00,735.71,INR,Myntra,Shopping,Delhi,card,online,success
T00044549,A000233,2026-08-05T04:46:42.803039+00:00,405.62,INR,Udemy,Education,Hyderabad,card,branch,success
T00044550,A000002,2026-08-08T19:00:00.803048+00:00,7288.45,INR,XYZ Electronics,Electronics,Pune,netbanking,online,success
T00044551,A001222,2026-07-09T20:34:59.803057+00:00,4184.42,INR,Swiggy,Food,Hyderabad,card,branch,success
T00044552,A000334,2026-07-07T14:12:31.803068+00:00,617.43,INR,Zomato,Food,Ahmedabad,upi,mobile,success
T00044553,A000692,2026-08-14T22:49:50.803078+00:00,430.14,INR,Jio,Utilities,Chennai,card,online,success
T00044554,A001001,2026-06-24T17:01:36.803086+00:00,222.13,INR,MedPlus,Healthcare,Hyderabad,netbanking,branch,success
T00044555,A000398,2026-06-22T09:35:46.803095+00:00,297.98,INR,Reliance Digital,Electronics,Kolkata,netbanking,mobile,success
T00044556,A000132,2026-06-15T04:04:25.803112+00:00,2536.08,INR,Apollo Pharmacy,Healthcare,Ahmedabad,upi,mobile,success
T00044557,A000695,2026-06-10T05:53:08.803121+00:00,564.33,INR,Zomato,Food,Kolkata,card,online,success
T00044558,A001010,2026-06-23T19:02:45.803130+00:00,1043.86,INR,Udemy,Education,Ahmedabad,card,mobile,success
T00044559,A000365,2026-07-02T01:04:43.803139+00:00,552.51,INR,Zomato,Food,Chennai,card,mobile,success
T00044560,A000228,2026-06-27T07:20:59.803147+00:00,2931.45,INR,Flipkart,Shopping,Hyderabad,netbanking,online,success
T00044561,A000209,2026-08-12T00:11:53.803157+00:00,629.48,INR,Zomato,Food,Delhi,upi,online,success
T00044562,A001016,2026-08-31T19:51:15.803166+00:00,2023.27,INR,Netflix,Entertainment,Bangalore,upi,online,success
T00044563,A001104,2026-07-26T16:46:37.803175+00:00,1836.9,INR,MedPlus,Healthcare,Kolkata,upi,online,success
T00044564,A000866,2026-06-10T20:03:43.803184+00:00,626.46,INR,IndiGo,Travel,Kolkata,card,online,success
T00044565,A000690,2026-07-26T19:33:38.803194+00:00,1452.13,INR,Croma,Electronics,Pune,netbanking,online,success
T00044566,A000913,2026-07-30T12:08:54.803205+00:00,379.22,INR,IndiGo,Travel,Mumbai,upi,mobile,success
T00044567,A001061,2026-07-17T03:04:35.803214+00:00,396.08,INR,Flipkart,Shopping,Hyderabad,upi,mobile,success
T00044568,A001022,2026-09-03T17:54:59.803222+00:00,1617.66,INR,IndiGo,Travel,Kolkata,card,online,success
T00044569,A000751,2026-07-07T18:13:53.803231+00:00,782.77,INR,MedPlus,Healthcare,Ahmedabad,netbanking,branch,success
T00044570,A000337,2026-08-07T21:53:16.803240+00:00,1533.55,INR,Flipkart,Shopping,Ahmedabad,card,online,success
T00044571,A000666,2026-06-23T05:58:02.803249+00:00,2021.76,INR,IndiGo,Travel,Bangalore,netbanking,branch,success
T00044572,A001165,2026-09-05T21:08:28.803258+00:00,3613.14,INR,McDonalds,Food,Ahmedabad,upi,branch,success
T00044573,A001233,2026-09-04T18:57:48.803266+00:00,811.71,INR,Jio,Utilities,Bangalore,card,branch,success
T00044574,A001243,2026-08-11T23:17:25.803274+00:00,315.69,INR,Apollo Pharmacy,Healthcare,Mumbai,netbanking,online,success
T00044575,A001183,2026-08-11T10:23:57.803283+00:00,1120.99,INR,Udemy,Education,Pune,card,online,success
T00044576,A000638,2026-07-13T06:59:39.803294+00:00,770.52,INR,MedPlus,Healthcare,Ahmedabad,netbanking,mobile,success
T00044577,A000368,2026-06-20T01:22:06.803302+00:00,2677.59,INR,Coursera,Education,Kolkata,card,mobile,success
T00044578,A000166,2026-06-25T16:20:00.803311+00:00,3186.14,INR,XYZ Electronics,Electronics,Delhi,upi,online,success
T00044579,A000608,2026-06-21T02:49:48.803319+00:00,1593.47,INR,Spotify,Entertainment,Delhi,netbanking,branch,success
T00044580,A000902,2026-09-03T22:56:24.803328+00:00,393.94,INR,Udemy,Education,Hyderabad,card,mobile,success
T00044581,A000633,2026-08-22T08:51:59.803336+00:00,1697.95,INR,MedPlus,Healthcare,Ahmedabad,card,mobile,success
T00044582,A001124,2026-07-08T21:54:11.803345+00:00,463.56,INR,Ola,Travel,Chennai,netbanking,mobile,success
T00044583,A000126,2026-08-13T23:44:55.803354+00:00,3666.73,INR,Spotify,Entertainment,Chennai,upi,online,success
T00044584,A000596,2026-08-31T12:27:13.803365+00:00,431.47,INR,MedPlus,Healthcare,Hyderabad,netbanking,branch,success
T00044585,A000614,2026-06-28T16:13:27.803373+00:00,1330.67,INR,Flipkart,Shopping,Mumbai,netbanking,branch,success
T00044586,A000424,2026-08-06T09:23:27.803384+00:00,983.58,INR,BookMyShow,Entertainment,Bangalore,upi,mobile,success
T00044587,A001218,2026-07-16T09:00:00.803393+00:00,801.16,INR,Uber,Travel,Delhi,card,branch,success
T00044588,A000003,2026-08-27T00:01:35.803403+00:00,2415.3,INR,MedPlus,Healthcare,Delhi,netbanking,mobile,success
T00044589,A001151,2026-07-05T01:19:30.803413+00:00,2004.84,INR,MakeMyTrip,Travel,Mumbai,card,online,success
T00044590,A000639,2026-08-23T18:08:44.803422+00:00,1159.97,INR,Amazon,Shopping,Ahmedabad,card,online,success
T00044591,A000209,2026-07-02T18:39:20.803431+00:00,1015.72,INR,Croma,Electronics,Delhi,card,branch,success
T00044592,A000728,2026-07-08T18:13:41.803440+00:00,1215.68,INR,BookMyShow,Entertainment,Pune,upi,branch,success
T00044593,A000227,2026-07-04T14:43:58.803449+00:00,2103.73,INR,MakeMyTrip,Travel,Kolkata,upi,online,success
T00044594,A000880,2026-07-22T18:01:20.803457+00:00,286.9,INR,Airtel,Utilities,Delhi,card,branch,success
T00044595,A000761,2026-07-11T20:35:08.803465+00:00,1680.64,INR,Uber,Travel,Bangalore,upi,online,success
T00044596,A000594,2026-07-28T16:53:21.803477+00:00,918.72,INR,Spotify,Entertainment,Ahmedabad,card,online,success
T00044597,A000489,2026-07-17T20:54:12.803487+00:00,1373.94,INR,Uber,Travel,Ahmedabad,card,online,success
T00044598,A000349,2026-09-05T04:11:50.803496+00:00,2047.87,INR,Uber,Travel,Bangalore,upi,mobile,success
T00044599,A000180,2026-07-08T19:24:13.803504+00:00,1320.73,INR,XYZ Electronics,Electronics,Pune,netbanking,branch,success
T00044600,A000331,2026-07-06T02:50:43.803513+00:00,2105.46,INR,Dominos,Food,Kolkata,upi,mobile,success
T00044601,A001175,2026-06-26T08:26:37.803522+00:00,2315.78,INR,Flipkart,Shopping,Mumbai,card,branch,success
T00044602,A000687,2026-06-19T14:36:27.803530+00:00,604.03,INR,Airtel,Utilities,Delhi,netbanking,online,success
T00044603,A000257,2026-06-08T11:34:13.803539+00:00,2164.55,INR,BookMyShow,Entertainment,Pune,card,mobile,success
T00044604,A000614,2026-08-06T09:03:35.803546+00:00,4211.01,INR,Amazon,Shopping,Mumbai,card,mobile,success
T00044605,A000178,2026-07-22T20:34:12.803555+00:00,476.54,INR,Ola,Travel,Mumbai,card,branch,success
T00044606,A000015,2026-08-08T15:46:27.803566+00:00,778.48,INR,Airtel,Utilities,Kolkata,netbanking,mobile,success
T00044607,A001045,2026-08-01T23:54:18.803575+00:00,994.29,INR,IndiGo,Travel,Hyderabad,upi,online,success
T00044608,A000448,2026-07-02T14:51:28.803583+00:00,1118.8,INR,Myntra,Shopping,Delhi,upi,online,success
T00044609,A000087,2026-07-11T06:02:26.803591+00:00,1745.45,INR,Zomato,Food,Delhi,card,online,success
T00044610,A001173,2026-06-16T06:56:11.803600+00:00,2205.22,INR,MedPlus,Healthcare,Delhi,upi,branch,success
T00044611,A000787,2026-07-14T13:51:18.803608+00:00,1119.79,INR,Flipkart,Shopping,Hyderabad,card,branch,success
T00044612,A000103,2026-07-16T09:18:23.803617+00:00,749.55,INR,Reliance Digital,Electronics,Bangalore,upi,branch,success
T00044613,A001008,2026-06-20T03:55:06.803625+00:00,304.26,INR,Coursera,Education,Mumbai,card,branch,success
T00044614,A001053,2026-08-30T18:29:16.803633+00:00,3673.02,INR,Netflix,Entertainment,Hyderabad,netbanking,online,success
T00044615,A000562,2026-08-01T08:12:08.803642+00:00,5367.78,INR,Croma,Electronics,Pune,netbanking,online,success
T00044616,A000826,2026-07-22T20:00:47.803657+00:00,553.3,INR,Netflix,Entertainment,Delhi,card,online,success
T00044617,A001020,2026-07-12T16:17:54.803666+00:00,460.26,INR,Uber,Travel,Ahmedabad,netbanking,mobile,success
T00044618,A001009,2026-08-20T18:19:14.803675+00:00,609.69,INR,Myntra,Shopping,Mumbai,card,mobile,success
T00044619,A000848,2026-07-26T07:51:12.803684+00:00,716.6,INR,Spotify,Entertainment,Ahmedabad,card,online,success
T00044620,A000727,2026-07-18T15:55:59.803693+00:00,962.86,INR,Ola,Travel,Delhi,netbanking,mobile,success
T00044621,A001157,2026-06-22T22:07:02.803702+00:00,731.76,INR,BookMyShow,Entertainment,Mumbai,upi,online,success
T00044622,A000590,2026-07-29T19:38:54.803711+00:00,2142.72,INR,XYZ Electronics,Electronics,Ahmedabad,upi,online,success
T00044623,A000098,2026-06-23T19:22:35.803719+00:00,1773.2,INR,MakeMyTrip,Travel,Hyderabad,upi,online,success
T00044624,A000200,2026-08-27T13:52:23.803728+00:00,614.06,INR,Udemy,Education,Hyderabad,upi,mobile,success
T00044625,A000162,2026-09-03T19:01:45.803737+00:00,1826.57,INR,Dominos,Food,Kolkata,netbanking,online,success
T00044626,A000252,2026-06-27T16:57:10.803747+00:00,8231.75,INR,BookMyShow,Entertainment,Kolkata,card,branch,success
T00044627,A000639,2026-07-20T10:36:42.803756+00:00,1310.41,INR,Coursera,Education,Ahmedabad,netbanking,branch,success
T00044628,A000233,2026-08-18T07:30:16.803764+00:00,683.33,INR,Croma,Electronics,Hyderabad,card,online,success
T00044629,A000453,2026-07-12T14:15:05.803774+00:00,1378.06,INR,Croma,Electronics,Kolkata,card,branch,success
T00044630,A000103,2026-06-13T23:07:43.803782+00:00,978.69,INR,McDonalds,Food,Bangalore,netbanking,mobile,success
T00044631,A000053,2026-08-19T03:59:09.803790+00:00,1791.06,INR,XYZ Electronics,Electronics,Ahmedabad,upi,branch,success
T00044632,A000043,2026-08-13T23:47:10.803800+00:00,3445.05,INR,MedPlus,Healthcare,Chennai,netbanking,branch,success
T00044633,A001043,2026-07-17T02:06:28.803808+00:00,875.77,INR,Jio,Utilities,Kolkata,upi,mobile,success
T00044634,A001105,2026-08-18T04:37:27.803817+00:00,1276.03,INR,Apollo Pharmacy,Healthcare,Ahmedabad,card,mobile,success
T00044635,A000715,2026-07-29T00:17:40.803828+00:00,2861.06,INR,Airtel,Utilities,Bangalore,netbanking,branch,success
T00044636,A000108,2026-08-20T22:46:00.803839+00:00,2439.08,INR,BookMyShow,Entertainment,Mumbai,card,online,success
T00044637,A000423,2026-07-20T12:31:28.803848+00:00,396.4,INR,Coursera,Education,Kolkata,netbanking,online,success
T00044638,A001104,2026-08-04T17:29:34.803856+00:00,7071.72,INR,McDonalds,Food,Kolkata,upi,mobile,success
T00044639,A001249,2026-07-11T01:35:30.803864+00:00,333.14,INR,Apollo Pharmacy,Healthcare,Kolkata,card,mobile,success
T00044640,A000111,2026-09-04T11:34:43.803876+00:00,2484.17,INR,Flipkart,Shopping,Kolkata,netbanking,mobile,success
T00044641,A001020,2026-07-26T16:43:41.803885+00:00,591.48,INR,Spotify,Entertainment,Ahmedabad,upi,branch,success
T00044642,A000821,2026-06-19T04:27:04.803893+00:00,191.11,INR,IndiGo,Travel,Kolkata,netbanking,branch,success
T00044643,A001135,2026-07-11T05:17:11.803902+00:00,361.69,INR,Myntra,Shopping,Kolkata,upi,online,success
T00044644,A000062,2026-09-01T07:22:34.803911+00:00,1478.54,INR,Amazon,Shopping,Chennai,upi,branch,success
T00044645,A000863,2026-06-27T01:32:07.803920+00:00,714.5,INR,Coursera,Education,Mumbai,netbanking,mobile,success
T00044646,A001238,2026-08-26T00:07:05.803931+00:00,4012.54,INR,Spotify,Entertainment,Hyderabad,upi,online,success
T00044647,A000101,2026-08-16T05:27:34.803939+00:00,399.9,INR,MedPlus,Healthcare,Chennai,card,mobile,success
T00044648,A000628,2026-06-23T09:46:21.803951+00:00,512.13,INR,Flipkart,Shopping,Bangalore,card,mobile,success
T00044649,A000210,2026-08-01T21:00:30.803959+00:00,2428.31,INR,MakeMyTrip,Travel,Hyderabad,netbanking,online,success
T00044650,A000981,2026-08-13T20:39:19.803967+00:00,3230.09,INR,Flipkart,Shopping,Mumbai,netbanking,mobile,success
T00044651,A000203,2026-07-31T14:43:00.803976+00:00,458.87,INR,MedPlus,Healthcare,Delhi,netbanking,mobile,success
T00044652,A000714,2026-06-26T10:55:37.803984+00:00,1097.49,INR,Electricity Board,Utilities,Bangalore,card,mobile,success
T00044653,A000703,2026-06-11T09:47:08.803993+00:00,502.84,INR,Jio,Utilities,Chennai,upi,mobile,success
T00044654,A001083,2026-08-17T05:33:37.804001+00:00,341.89,INR,Udemy,Education,Hyderabad,netbanking,online,success
T00044655,A001090,2026-07-05T05:52:17.804010+00:00,2549.54,INR,Airtel,Utilities,Chennai,card,mobile,success
T00044656,A000244,2026-06-14T23:55:45.804022+00:00,1645.22,INR,Netflix,Entertainment,Bangalore,card,mobile,success
T00044657,A000962,2026-09-04T00:28:34.804030+00:00,1217.72,INR,Electricity Board,Utilities,Chennai,upi,online,success
T00044658,A000819,2026-06-14T00:15:56.804040+00:00,601.87,INR,Udemy,Education,Bangalore,card,mobile,success
T00044659,A000844,2026-06-11T19:26:38.804048+00:00,1765.53,INR,Ola,Travel,Delhi,upi,mobile,success
T00044660,A000469,2026-08-19T11:47:57.804057+00:00,1731.89,INR,Coursera,Education,Ahmedabad,card,mobile,success
T00044661,A000950,2026-07-23T15:15:36.804066+00:00,1251.72,INR,Amazon,Shopping,Hyderabad,upi,branch,success
T00044662,A001165,2026-06-17T00:00:26.804075+00:00,634.63,INR,Airtel,Utilities,Ahmedabad,netbanking,branch,success
T00044663,A000080,2026-08-27T05:47:10.804085+00:00,562.23,INR,Myntra,Shopping,Ahmedabad,netbanking,mobile,success
T00044664,A000766,2026-06-22T08:01:22.804093+00:00,2667.67,INR,MedPlus,Healthcare,Kolkata,upi,branch,success
T00044665,A000188,2026-06-15T01:08:06.804101+00:00,938.92,INR,Flipkart,Shopping,Pune,card,mobile,success
T00044666,A000236,2026-07-19T06:56:35.804123+00:00,465.22,INR,XYZ Electronics,Electronics,Mumbai,netbanking,mobile,success
T00044667,A000040,2026-06-16T00:52:33.804132+00:00,1282.5,INR,Airtel,Utilities,Pune,card,mobile,success
T00044668,A000601,2026-07-20T06:05:17.804141+00:00,1118.69,INR,Amazon,Shopping,Kolkata,netbanking,mobile,success
T00044669,A000766,2026-08-01T00:06:59.804149+00:00,3479.45,INR,Spotify,Entertainment,Kolkata,card,branch,success
T00044670,A000244,2026-06-09T12:09:34.804158+00:00,10466.11,INR,Dominos,Food,Bangalore,card,online,success
T00044671,A000884,2026-08-20T12:51:56.804167+00:00,1138.82,INR,Coursera,Education,Ahmedabad,upi,mobile,success
T00044672,A000400,2026-08-20T16:33:15.804176+00:00,2187.81,INR,XYZ Electronics,Electronics,Pune,netbanking,branch,success
T00044673,A000781,2026-08-25T11:28:07.804186+00:00,5257.26,INR,Coursera,Education,Chennai,netbanking,branch,success
T00044674,A000092,2026-09-02T23:21:50.804194+00:00,1781.24,INR,Uber,Travel,Mumbai,card,branch,success
T00044675,A000928,2026-06-21T17:04:17.804202+00:00,1383.5,INR,Flipkart,Shopping,Pune,netbanking,online,success
T00044676,A000757,2026-08-03T00:59:29.804213+00:00,708.89,INR,Airtel,Utilities,Hyderabad,netbanking,mobile,success
T00044677,A000981,2026-07-03T03:11:03.804221+00:00,3764.34,INR,Dominos,Food,Mumbai,card,online,success
T00044678,A000529,2026-08-08T02:56:59.804229+00:00,1769.15,INR,Airtel,Utilities,Hyderabad,upi,mobile,success
T00044679,A000622,2026-08-23T04:37:03.804238+00:00,357.79,INR,Croma,Electronics,Ahmedabad,card,mobile,success
T00044680,A001059,2026-07-21T05:51:52.804249+00:00,2472.0,INR,Myntra,Shopping,Delhi,card,online,success
T00044681,A000935,2026-08-30T12:20:43.804259+00:00,379.61,INR,Jio,Utilities,Mumbai,netbanking,branch,success
T00044682,A000091,2026-08-12T04:45:04.804267+00:00,1025.58,INR,Netflix,Entertainment,Delhi,netbanking,online,success
T00044683,A000659,2026-07-08T05:47:44.804276+00:00,921.57,INR,Ola,Travel,Delhi,netbanking,branch,success
T00044684,A000352,2026-06-20T02:26:10.804284+00:00,373.61,INR,MedPlus,Healthcare,Delhi,upi,branch,success
T00044685,A000416,2026-06-30T01:10:05.804293+00:00,4148.3,INR,Apollo Pharmacy,Healthcare,Mumbai,card,online,success
T00044686,A000386,2026-08-31T23:57:15.804304+00:00,2263.1,INR,Dominos,Food,Mumbai,netbanking,online,success
T00044687,A000568,2026-07-02T23:07:10.804314+00:00,2928.27,INR,MedPlus,Healthcare,Ahmedabad,upi,online,success
T00044688,A000144,2026-08-03T01:22:54.804323+00:00,923.15,INR,MakeMyTrip,Travel,Kolkata,card,mobile,success
T00044689,A000112,2026-07-21T14:13:04.804332+00:00,376.55,INR,XYZ Electronics,Electronics,Kolkata,netbanking,branch,success
T00044690,A000515,2026-07-11T02:32:44.804341+00:00,1081.06,INR,Swiggy,Food,Delhi,card,mobile,success
T00044691,A000449,2026-08-05T16:39:25.804352+00:00,740.28,INR,MedPlus,Healthcare,Bangalore,upi,online,success
T00044692,A000233,2026-09-01T03:18:04.804361+00:00,2510.81,INR,Uber,Travel,Hyderabad,netbanking,online,success
T00044693,A001023,2026-08-06T11:28:55.804369+00:00,2803.25,INR,MedPlus,Healthcare,Kolkata,upi,online,success
T00044694,A000656,2026-06-10T19:11:04.804378+00:00,1709.76,INR,Reliance Digital,Shopping,Pune,upi,mobile,success
T00044695,A000823,2026-08-29T09:15:25.804387+00:00,1858.1,INR,Apollo Pharmacy,Healthcare,Kolkata,netbanking,online,success
T00044696,A001099,2026-07-11T23:36:54.804399+00:00,676.01,INR,Netflix,Entertainment,Ahmedabad,card,mobile,success
T00044697,A000587,2026-07-24T19:16:38.804408+00:00,1416.47,INR,IndiGo,Travel,Hyderabad,card,mobile,success
T00044698,A000676,2026-07-03T06:59:08.804417+00:00,1214.11,INR,Flipkart,Shopping,Delhi,netbanking,branch,success
T00044699,A001191,2026-07-22T15:35:55.804425+00:00,2448.49,INR,Spotify,Entertainment,Ahmedabad,netbanking,branch,success
T00044700,A000855,2026-08-28T03:38:06.804433+00:00,1294.01,INR,Reliance Digital,Electronics,Hyderabad,card,branch,success
T00044701,A000558,2026-08-30T10:10:39.804442+00:00,1580.66,INR,McDonalds,Food,Pune,card,branch,success
T00044702,A000885,2026-08-06T13:57:34.804451+00:00,5206.8,INR,Airtel,Utilities,Ahmedabad,netbanking,online,success
T00044703,A000031,2026-06-11T13:28:52.804460+00:00,1167.67,INR,Swiggy,Food,Pune,netbanking,mobile,success
T00044704,A000015,2026-07-30T00:21:23.804468+00:00,769.95,INR,MedPlus,Healthcare,Kolkata,netbanking,branch,success
T00044705,A000969,2026-06-08T15:48:45.804476+00:00,4519.87,INR,Ola,Travel,Kolkata,netbanking,online,success
T00044706,A000164,2026-06-21T09:57:55.804486+00:00,1281.89,INR,Myntra,Shopping,Mumbai,card,online,success
T00044707,A000682,2026-06-12T22:24:45.804495+00:00,474.45,INR,Jio,Utilities,Mumbai,card,mobile,success
T00044708,A000751,2026-08-10T23:45:03.804503+00:00,592.31,INR,Dominos,Food,Ahmedabad,card,online,success
T00044709,A000801,2026-06-19T14:28:53.804513+00:00,955.73,INR,McDonalds,Food,Bangalore,upi,online,success
T00044710,A000745,2026-08-07T21:34:51.804521+00:00,666.78,INR,Udemy,Education,Mumbai,netbanking,mobile,success
T00044711,A000999,2026-08-16T11:36:43.804529+00:00,975.54,INR,Netflix,Entertainment,Pune,card,online,success
T00044712,A000534,2026-06-27T08:59:49.804541+00:00,464.63,INR,XYZ Electronics,Electronics,Hyderabad,netbanking,online,success
T00044713,A000139,2026-07-10T04:33:14.804551+00:00,2008.54,INR,Reliance Digital,Electronics,Ahmedabad,upi,online,success
T00044714,A001217,2026-07-16T21:20:00.804560+00:00,1155.69,INR,Apollo Pharmacy,Healthcare,Delhi,card,online,success
T00044715,A000547,2026-08-08T18:38:59.804569+00:00,1671.48,INR,MedPlus,Healthcare,Mumbai,card,online,success
T00044716,A000261,2026-06-11T16:41:38.804582+00:00,406.23,INR,MakeMyTrip,Travel,Ahmedabad,netbanking,online,success
T00044717,A001098,2026-07-21T15:47:40.804590+00:00,1157.04,INR,Croma,Electronics,Ahmedabad,upi,mobile,success
T00044718,A000680,2026-06-15T08:46:46.804599+00:00,1163.26,INR,Coursera,Education,Delhi,card,branch,success
T00044719,A001054,2026-07-15T04:23:08.804608+00:00,1251.7,INR,Ola,Travel,Bangalore,netbanking,branch,success
T00044720,A000633,2026-08-26T23:27:03.804616+00:00,4637.27,INR,MedPlus,Healthcare,Ahmedabad,netbanking,online,success
T00044721,A000987,2026-08-29T21:33:52.804624+00:00,781.78,INR,IndiGo,Travel,Pune,upi,online,success
T00044722,A001248,2026-08-22T21:47:28.804633+00:00,749.67,INR,Netflix,Entertainment,Kolkata,card,branch,success
T00044723,A000548,2026-07-27T19:37:08.804642+00:00,3279.62,INR,MakeMyTrip,Travel,Hyderabad,card,online,success
